id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
586143516260474997,https://www.airbnb.com/rooms/586143516260474997,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1 bath,,"Great Stays: is a 10 min walk away from st.vital shopping center.<br />St Vital park is down the street from your door, a small River park is just down the road, <br />Stores and restaurants are also just a block away.",https://a0.muscache.com/pictures/a8de23ad-3ab1-4512-bae2-71dbd6e7a231.jpg,450311551,https://www.airbnb.com/users/show/450311551,Angela,2022-03-19,,"",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-450311551/original/26361373-a0da-4fde-9adb-3999ed7d5059.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-450311551/original/26361373-a0da-4fde-9adb-3999ed7d5059.jpeg?aki_policy=profile_x_medium,Minnetonka,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",St. Vital,,49.81911087036133,-97.11701202392578,Entire home,Entire home/apt,4,,1 bath,,2,[],$110.00,1,14,1,1,14,14,1.0,14.0,,t,0,0,0,0,2023-12-17,140,68,3,2022-03-26,2023-12-09,4.89,4.91,4.96,4.98,4.96,4.91,4.89,,f,1,1,0,0,6.65
587760604873255029,https://www.airbnb.com/rooms/587760604873255029,20231217045019,2023-12-17,city scrape,Serviced apartment in Winnipeg · ★4.83 · 2 bedrooms · 2 beds · 1 bath,,"Hello! This location couldnt be better. We are walking distance to summer patios, many restaurants, all of the corydon hot spots. Osborne Village shops are a 5 minute drive. Grant Park Shopping Mall, as well as a Movie theatre are walking distance away. 5 min drive to downtown. <br /><br />The perfect location to experience it all. Feel free to ask for any specific suggestions! I love to help make your stay optimal. <br /><br /><br />Bonus!! Assiniboine Park and The Winnipeg Zoo are one quick bus ride away for the families wishing to stay with us.",https://a0.muscache.com/pictures/5f2be0a5-b889-4131-97af-7aef6b95fe4b.jpg,296708205,https://www.airbnb.com/users/show/296708205,Krista,2019-09-21,"Teulon, Canada","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/bb5dd821-5b60-4786-b497-45ab7d790eee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bb5dd821-5b60-4786-b497-45ab7d790eee.jpg?aki_policy=profile_x_medium,Earl Grey,2,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.8624,-97.15525,Entire serviced apartment,Entire home/apt,4,,1 bath,,2,[],$90.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,15,45,289,2023-12-17,69,43,0,2022-04-01,2023-10-30,4.83,4.91,4.77,4.77,4.88,4.84,4.75,,f,2,2,0,0,3.31
589184896043709136,https://www.airbnb.com/rooms/589184896043709136,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.94 · 1 bedroom · 1 bed · 2 shared baths,,"Spence is an eclectic, historic, sometimes gritty downtown neighbourhood. Home to hipsters and bedraggled unhoused, we run the gambit of wealth and poverty in the middle of Canada. We're proud of our old architecture, mature trees, and community spirit. The West-End is best known for being a foodie hotspot with many ethnic and unique family restaurants just a stroll away. A grocer and other amenities are behind the house and across the street. Like many downtown neighbourhoods in Canada, we have our share of traffic noise, homeless, and the need for street-smarts and common sense when on foot.",https://a0.muscache.com/pictures/miso/Hosting-589184896043709136/original/926f0ff1-bdae-4579-99b8-cc6a726dbb9d.jpeg,76016934,https://www.airbnb.com/users/show/76016934,Michael,2016-06-05,"Winnipeg, Canada","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/fc845747-e1cf-48c9-a26b-824ae0b8b484.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fc845747-e1cf-48c9-a26b-824ae0b8b484.jpg?aki_policy=profile_x_medium,Spence,2,9,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.895622,-97.157478,Private room in home,Private room,2,,2 shared baths,,1,[],$45.00,1,29,1,1,29,29,1.0,29.0,,t,24,52,81,81,2023-12-17,52,28,1,2022-04-04,2023-11-19,4.94,4.98,4.87,4.98,4.96,4.58,4.98,,f,2,0,2,0,2.50
589906770947444063,https://www.airbnb.com/rooms/589906770947444063,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.84 · 1 bedroom · 2 beds · 1 bath,,"Downtown Winnipeg adjacent to Broadway. Within an easy walking distance from the following places: The Forks, Starbucks coffee, Food Fare grocery store, the Don restaurant, the Keg, Fête ice cream and coffee, Bonnycastle park, Cafe 22/Pizza Hotline, Oh Doughnuts, La Roca, Club 200, Millenium library, True North square, and City Place mall.",https://a0.muscache.com/pictures/35a7520d-467f-4cf1-83f4-75c41a80e0f4.jpg,42643937,https://www.airbnb.com/users/show/42643937,Darla,2015-08-27,"Winnipeg, Canada","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/f30c5c72-b35c-4acd-a33e-3633d2c87916.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f30c5c72-b35c-4acd-a33e-3633d2c87916.jpg?aki_policy=profile_x_medium,Broadway - Assiniboine,2,2,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.88821,-97.13799,Entire condo,Entire home/apt,3,,1 bath,,2,[],$82.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,23,53,80,246,2023-12-17,112,59,3,2022-03-26,2023-12-10,4.84,4.87,4.86,4.86,4.96,4.7,4.76,,f,1,1,0,0,5.32
591191692924568176,https://www.airbnb.com/rooms/591191692924568176,20231217045019,2023-12-17,previous scrape,Rental unit in Winnipeg · ★4.66 · 1 bedroom · 1 bed · 1 shared bath,,"Near major amenities like The forks, legislative building, CN, portage place and more",https://a0.muscache.com/pictures/eb27914d-cf40-47ae-a51d-7eaa64db682d.jpg,429841661,https://www.airbnb.com/users/show/429841661,Charles,2021-10-31,"Winnipeg, Canada",I’m always willing to compromise I understand things can get complicated,N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-429841661/original/cd3b9314-2019-40a3-bb96-db273f114f92.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-429841661/original/cd3b9314-2019-40a3-bb96-db273f114f92.jpeg?aki_policy=profile_x_medium,Broadway - Assiniboine,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Fort Rouge - East Fort Garry,,49.88576,-97.13987,Private room in rental unit,Private room,2,,1 shared bath,,1,[],,2,28,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2023-12-17,35,16,0,2022-04-14,2023-08-30,4.66,4.8,4.57,4.71,4.91,4.94,4.69,,t,1,0,1,0,1.71
591218248888172290,https://www.airbnb.com/rooms/591218248888172290,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.95 · 1 bedroom · 1 bed · 2 shared baths,,"Spence is an eclectic, historic, sometimes gritty downtown neighbourhood. Home to hipsters and bedraggled unhoused, we run the gambit of wealth and poverty in the middle of Canada. We're proud of our old architecture, mature trees, and community spirit. The West-End is best known for being a foodie hotspot with many ethnic and unique family restaurants just a stroll away. A grocer and other amenities are behind the house and across the street. Like many downtown neighbourhoods in Canada, we have our share of traffic noise, homeless, and the need for street-smarts and common sense when on foot.",https://a0.muscache.com/pictures/miso/Hosting-591218248888172290/original/0273e5fc-8da4-4845-ae87-0c0f4cdb4ffe.jpeg,76016934,https://www.airbnb.com/users/show/76016934,Michael,2016-06-05,"Winnipeg, Canada","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/fc845747-e1cf-48c9-a26b-824ae0b8b484.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fc845747-e1cf-48c9-a26b-824ae0b8b484.jpg?aki_policy=profile_x_medium,Spence,2,9,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.895622,-97.157478,Private room in home,Private room,2,,2 shared baths,,1,[],$50.00,1,30,1,1,1125,1125,1.0,1125.0,,t,14,44,73,73,2023-12-17,58,27,1,2022-03-31,2023-11-30,4.95,4.95,4.97,5.0,4.93,4.66,4.9,,f,2,0,2,0,2.78
591373144346093413,https://www.airbnb.com/rooms/591373144346093413,20231217045019,2023-12-17,previous scrape,Guest suite in Winnipeg · ★4.80 · 1 bedroom · 1 bed · 1 bath,,Quite Neighbourhood !,https://a0.muscache.com/pictures/47d5dfcf-2611-453e-9833-38b54e477c49.jpg,361310476,https://www.airbnb.com/users/show/361310476,Gustave,2020-08-09,,"",N/A,N/A,95%,f,https://a0.muscache.com/im/pictures/user/b85e4ad5-888c-4b6b-a623-7b790aa1a3d9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b85e4ad5-888c-4b6b-a623-7b790aa1a3d9.jpg?aki_policy=profile_x_medium,River - Osborne,3,3,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Daniel McIntyre,,49.90321,-97.17633,Entire guest suite,Entire home/apt,2,,1 bath,,1,[],,1,365,1,1,365,365,1.0,365.0,,,0,0,0,0,2023-12-17,55,21,0,2022-04-02,2023-05-18,4.8,4.87,4.8,4.91,4.89,4.73,4.8,,f,3,3,0,0,2.64
591940656025776842,https://www.airbnb.com/rooms/591940656025776842,20231217045019,2023-12-17,city scrape,Home in Winnipeg · 1 bedroom · 1 bed · 1 bath,,River heights,https://a0.muscache.com/pictures/738febc7-9663-4ce7-8cf6-85754805f03e.jpg,33937219,https://www.airbnb.com/users/show/33937219,Paul,2015-05-21,"Winnipeg, Canada","I love my dogs. If you have dogs and love coffee, we'll more than likely get along!
",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/1a078593-35f2-42df-8f05-4415cff45c08.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1a078593-35f2-42df-8f05-4415cff45c08.jpg?aki_policy=profile_x_medium,Sir John Franklin,1,1,"['email', 'phone']",t,f,"Winnipeg, Manitoba, Canada",River Heights - Fort Garry,,49.87144,-97.19886,Entire home,Entire home/apt,2,,1 bath,,1,[],$225.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,364,2023-12-17,2,0,0,2022-05-20,2022-05-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.10
591970998316111353,https://www.airbnb.com/rooms/591970998316111353,20231217045019,2023-12-17,city scrape,Bungalow in Winnipeg · ★4.57 · 1 bedroom · 1 bed · 1.5 shared baths,,Charleswood,https://a0.muscache.com/pictures/da80d2d9-fad2-46cf-a143-eef311aef04c.jpg,110192366,https://www.airbnb.com/users/show/110192366,Stay549,2017-01-06,"Winnipeg, Canada","",within an hour,100%,92%,t,https://a0.muscache.com/im/pictures/user/3ce4fe15-ff5a-4289-8a0c-5ce0e4bd66d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3ce4fe15-ff5a-4289-8a0c-5ce0e4bd66d8.jpg?aki_policy=profile_x_medium,Eric Coy,7,8,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Charleswood - Tuxedo - Westwood,,49.85702,-97.276,Private room in bungalow,Private room,1,,1.5 shared baths,,1,[],$99.00,1,365,1,1,365,365,1.0,365.0,,t,29,59,89,258,2023-12-17,7,5,0,2022-08-27,2023-10-29,4.57,4.71,5.0,4.86,5.0,5.0,4.43,,f,7,1,6,0,0.44
593011684308469597,https://www.airbnb.com/rooms/593011684308469597,20231217045019,2023-12-17,city scrape,Condo in Winnipeg · ★4.74 · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/b912e31b-117d-4c4b-a89c-15506dfd21ab.jpg,158769835,https://www.airbnb.com/users/show/158769835,Mouhssine,2017-11-14,"Winnipeg, Canada","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-158769835/original/5244fbca-8199-4f52-b70a-0e1d34594ae0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-158769835/original/5244fbca-8199-4f52-b70a-0e1d34594ae0.jpeg?aki_policy=profile_x_medium,Pembina Strip,2,2,['phone'],t,t,,River Heights - Fort Garry,,49.82659,-97.15157,Entire condo,Entire home/apt,4,,2 baths,,2,[],$84.00,3,1125,5,5,1125,1125,5.0,1125.0,,t,8,16,46,136,2023-12-17,35,22,1,2022-04-08,2023-11-28,4.74,4.83,4.69,4.8,4.86,4.91,4.94,,f,1,1,0,0,1.70
594870215189683984,https://www.airbnb.com/rooms/594870215189683984,20231217045019,2023-12-17,city scrape,Townhouse in Winnipeg · ★4.69 · 4 bedrooms · 4 beds · 2 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-594870215189683984/original/1812b5c0-d421-4720-9ac3-ab0b77702d0c.jpeg,54783332,https://www.airbnb.com/users/show/54783332,Vialux,2016-01-15,"Winnipeg, Canada","",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/User-54783332/original/dc41e602-1203-40c5-a7f0-98e7f05352de.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-54783332/original/dc41e602-1203-40c5-a7f0-98e7f05352de.jpeg?aki_policy=profile_x_medium,Downtown,59,61,"['email', 'phone', 'work_email']",t,t,,Waverley West,,49.7821,-97.18841,Entire townhouse,Entire home/apt,8,,2 baths,,4,[],$149.00,3,365,3,5,365,365,3.1,365.0,,t,15,29,59,328,2023-12-17,35,17,1,2022-04-16,2023-12-11,4.69,4.8,4.57,4.8,4.83,4.6,4.69,,t,59,59,0,0,1.72
595540132951658089,https://www.airbnb.com/rooms/595540132951658089,20231217045019,2023-12-17,previous scrape,Condo in Winnipeg · ★5.0 · 1 bedroom · 2 beds · 2 baths,,"You'll be staying in the heart of the Exchange District, steps away from the Red River and Stephen Juba Park which you can follow to reach the Human Rights Museum and the Forks Market with beautiful walking, ice skating & biking trails. <br /><br />The Exchange District is also home to the Theatre District and from the condo you can reach the Centennial Concert Hall, and The Museum of Man and Nature within 2 minutes by foot. <br /><br />There are plenty of trendy, and much loved Winnipeg eateries, local pubs and boutiques within a 15 minute walk. Check out our guidebook for our personal favorites!<br /><br />You'll also be in the perfect location to partake in our City's many festivals including The Winnipeg Jazz Festival and the Winnipeg Fringe Festival or the frequent programming, events and live music held at Old Market Square all summer long.",https://a0.muscache.com/pictures/miso/Hosting-595540132951658089/original/207c5aa9-ab1c-45d0-a5ff-4cac8c1a9a81.jpeg,86138438,https://www.airbnb.com/users/show/86138438,Dominique,2016-07-26,"Winnipeg, Canada","Hello and Bonjour!  I have a great love of travel, adventure and hospitality.  Now, I have converted my home into a guesthouse which symbolizes my passions and where I'm able to share and connect with like minded travellers. I also manage a handful of great Airbnb spaces within Winnipeg. I look forward to hearing from you!",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/f7c5e73e-db8e-425c-95fd-982d4add8f36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f7c5e73e-db8e-425c-95fd-982d4add8f36.jpg?aki_policy=profile_x_medium,Downtown,4,21,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.89818,-97.13626,Entire condo,Entire home/apt,4,,2 baths,,2,[],,30,180,30,30,180,180,30.0,180.0,,,0,0,0,0,2023-12-17,14,6,0,2022-05-17,2023-07-21,5.0,5.0,5.0,5.0,5.0,4.93,4.93,,f,3,3,0,0,0.72
595761536758255668,https://www.airbnb.com/rooms/595761536758255668,20231217045019,2023-12-17,city scrape,Guest suite in Winnipeg · ★4.89 · 2 bedrooms · 2 beds · 1 bath,,New and quiet residential area on the South side of the city.,https://a0.muscache.com/pictures/59dde772-ae57-421f-9088-21b1ce687d2e.jpg,452302265,https://www.airbnb.com/users/show/452302265,Ayoleke,2022-04-01,,"",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/9ecdb32d-fe0f-441d-91f9-b4f86530c881.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9ecdb32d-fe0f-441d-91f9-b4f86530c881.jpg?aki_policy=profile_x_medium,South Pointe West,1,1,"['email', 'phone']",t,t,"Winnipeg, Manitoba, Canada",Waverley West,,49.78352,-97.19696,Entire guest suite,Entire home/apt,4,,1 bath,,2,[],$75.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,76,2023-12-17,36,19,1,2022-05-26,2023-11-18,4.89,4.92,4.92,4.92,4.92,4.89,4.86,,f,1,1,0,0,1.89
596221151859656429,https://www.airbnb.com/rooms/596221151859656429,20231217045019,2023-12-17,city scrape,Home in Winnipeg · ★4.97 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-596221151859656429/original/fb69d9ec-8b6b-4906-8285-0b3aedcf41a6.jpeg,445341632,https://www.airbnb.com/users/show/445341632,Ashley,2022-02-16,"Winnipeg, Canada","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-445341632/original/e9e52eee-27d2-4cb3-a720-e72725b2fba2.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-445341632/original/e9e52eee-27d2-4cb3-a720-e72725b2fba2.jpeg?aki_policy=profile_x_medium,Lord Roberts,1,1,"['email', 'phone']",t,t,,Fort Rouge - East Fort Garry,,49.85866,-97.13705,Entire home,Entire home/apt,2,,1 bath,,1,[],$100.00,7,29,7,7,29,29,7.0,29.0,,t,6,26,56,330,2023-12-17,32,15,1,2022-05-01,2023-11-21,4.97,4.88,4.78,5.0,5.0,4.94,4.91,,t,1,1,0,0,1.61
601380510333712581,https://www.airbnb.com/rooms/601380510333712581,20231217045019,2023-12-17,city scrape,Loft in Winnipeg · ★4.93 · 1 bedroom · 1 bed · 1 bath,,"Experience the perfect blend of heritage and modernity on Waterfront Drive, located in the heart of the Exchange District. Nestled alongside the historic Red River, this thriving thoroughfare is quickly becoming one of Winnipeg's most sought-after locations for living, working, and playing. Take a stroll through Stephen Juba Park, with its breathtaking views and tranquil atmosphere, and enjoy a peaceful break from the hustle and bustle of the city. Book your stay with us today and discover the charm of Waterfront Drive!",https://a0.muscache.com/pictures/8a4b4a45-de13-41e5-b765-fde9bdc179c4.jpg,185100371,https://www.airbnb.com/users/show/185100371,E.Q,2018-04-19,"Winnipeg, Canada","We’ve hosted over 3,000 guests in with an average rating of 4.8 stars. Each space is designed and run by us, so you’ll always know what to expect from your stay. All of our spaces are uniquely designed and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, we are here to help. ",within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/845745ed-ab3d-46fe-9896-dab96fd1ad84.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845745ed-ab3d-46fe-9896-dab96fd1ad84.jpg?aki_policy=profile_x_medium,Portage - Ellice,20,51,"['email', 'phone', 'work_email']",t,t,"Winnipeg, Manitoba, Canada",Point Douglas,,49.89718,-97.13338,Entire loft,Entire home/apt,2,,1 bath,,1,[],$253.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2023-12-17,45,30,0,2022-04-24,2023-11-13,4.93,4.93,4.87,4.85,4.93,4.89,4.89,,f,6,6,0,0,2.24
