host_id,host_name,host_since,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_identity_verified
465303687,Ben,2022-06-21,t,within an hour,100%,93%,1,1,t
465375673,Lee,2022-06-21,t,within an hour,100%,100%,1,1,t
465435507,Oluwayomi,2022-06-21,t,within an hour,100%,100%,1,1,t
608418,Jessica,2011-05-20,t,within an hour,100%,100%,1,4,t
90150257,Sihaam And Said,2016-08-16,t,within an hour,100%,100%,2,2,t
466392024,Brett,2022-06-27,f,within an hour,100%,80%,1,1,f
109017770,Jyoti,2016-12-29,f,within a day,50%,50%,1,3,t
36125863,Paul,2015-06-18,t,within an hour,100%,100%,9,9,t
244962690,Jon,2019-02-23,t,within a few hours,90%,97%,1,1,t
404190157,Osama,2021-05-29,f,a few days or more,20%,71%,1,1,t
47870775,Gursimran,2015-11-01,f,a few days or more,0%,20%,1,1,f
172264161,Myrwyn,2018-02-07,,within an hour,100%,100%,3,4,t
458645860,Anita,2022-05-11,f,,,57%,1,1,t
404786703,Bambilyn,2021-06-01,f,within an hour,100%,95%,9,15,t
469127367,Terry,2022-07-12,f,within an hour,100%,92%,2,2,t
469710185,Maggie,2022-07-15,t,within an hour,100%,98%,5,5,t
57590172,Kristin,2016-02-06,f,within an hour,100%,92%,2,2,t
470053050,Cromwell,2022-07-17,f,within an hour,100%,94%,3,4,f
189116794,Ebele,2018-05-11,f,within an hour,100%,97%,1,1,t
173098000,Hinan,2018-02-12,,,,,2,2,t
466050732,Princess,2022-06-25,f,within a few hours,100%,86%,4,13,t
314955795,Afeez,2019-12-06,f,within an hour,100%,98%,4,4,t
458280314,Olaitan,2022-05-09,t,within an hour,100%,100%,1,2,f
431155439,Tristan,2021-11-09,f,within an hour,100%,63%,1,1,t
200167560,Tyler,2018-07-05,f,within a day,50%,0%,1,1,f
190173415,Daniell,2018-05-17,t,within an hour,100%,96%,4,4,t
96367686,Joshua,2016-09-22,t,,,100%,1,1,t
400279201,Hassan,2021-05-06,t,within an hour,100%,96%,1,5,t
455544304,Suleiman,2022-04-22,f,within an hour,100%,91%,1,1,t
433639221,Karen,2021-11-27,f,,,100%,1,1,t
464622639,Manik,2022-06-16,f,within an hour,100%,100%,1,3,f
475377213,Adedoyin,2022-08-16,f,,,100%,2,3,f
166125558,April,2018-01-06,,within an hour,100%,98%,2,5,t
342214117,Victor,2020-03-21,t,within an hour,100%,100%,9,12,t
477141364,Stefan,2022-08-28,,within an hour,100%,100%,2,2,t
72603724,Luxxe Host,2016-05-17,t,within an hour,100%,100%,7,9,t
454339347,Matthew,2022-04-14,f,,,25%,1,2,f
157151397,Benita,2017-11-02,f,within an hour,100%,100%,1,1,t
391819018,Daniel,2021-03-09,f,within an hour,100%,98%,3,4,t
66751493,Trish,2016-04-11,t,within an hour,100%,93%,2,2,t
436255816,Francis,2021-12-16,f,within an hour,100%,99%,1,1,t
478092402,Julie,2022-09-04,t,within an hour,100%,93%,1,1,t
44942967,Ian,2015-09-23,t,within a few hours,100%,100%,2,2,t
135852781,Jackie,2017-06-19,f,within a few hours,100%,87%,1,1,t
132617289,Neil,2017-05-30,f,within an hour,100%,98%,1,2,t
409307697,Tracy-Ann,2021-06-26,f,within a few hours,100%,92%,1,2,t
120789349,Harsh,2017-03-14,f,within an hour,90%,100%,1,3,t
280206152,An,2019-07-28,f,,,,4,4,f
479766491,Matthew,2022-09-16,t,within an hour,100%,95%,1,1,t
57909438,Gabrielle,2016-02-08,f,,,100%,1,1,f
480282033,Angela,2022-09-20,f,within an hour,100%,100%,1,1,f
99144216,June,2016-10-10,f,,,100%,5,10,t
412288112,Kim,2021-07-11,f,,,100%,1,2,f
480875037,Brett,2022-09-24,t,within an hour,100%,100%,1,1,t
480947763,Hari,2022-09-25,f,a few days or more,0%,50%,1,1,t
407374913,Rony,2021-06-15,t,within an hour,100%,99%,1,1,f
31174814,Joanna,2015-04-13,f,within a few hours,100%,79%,1,1,t
151822828,Hamza,2017-09-23,f,within an hour,100%,91%,2,3,t
408029138,Elvis,2021-06-19,f,within an hour,100%,86%,2,2,f
269294765,Deepak,2019-06-17,f,within an hour,100%,92%,1,1,t
349205781,Nusrat Jahan,2020-06-08,t,within an hour,100%,89%,1,2,t
157290752,Ibhade,2017-11-03,t,,,97%,1,1,t
482542956,Adewumi,2022-10-06,f,within a few hours,100%,,1,1,t
483049727,Nadiia,2022-10-10,f,within a day,100%,,1,1,f
435130187,Ramon,2021-12-07,f,within a few hours,80%,88%,3,5,f
268838800,Maria,2019-06-15,f,within a day,100%,90%,1,2,t
420313773,A.S Management,2021-08-26,,within an hour,100%,100%,2,3,t
160236784,Christine,2017-11-26,f,within a day,100%,0%,1,2,t
22029072,Fernando,2014-10-02,f,,,58%,1,2,t
69360661,Ali,2016-04-28,f,within an hour,100%,94%,3,3,t
484764956,Abdul,2022-10-23,f,,,100%,1,1,f
200504909,Merryn,2018-07-07,t,within an hour,100%,88%,12,12,t
442302582,Mark,2022-01-26,t,within an hour,100%,100%,1,2,f
247701614,JoAnne,2019-03-08,f,,,96%,2,3,t
223573739,Phuong Yen,2018-10-31,t,within an hour,100%,97%,1,2,f
197115313,Candy,2018-06-21,f,within an hour,100%,98%,2,2,t
131012555,Priyanka,2017-05-19,f,within an hour,100%,100%,1,2,t
422350663,Meghan,2021-09-09,t,within an hour,100%,98%,2,2,t
486626786,Sergio,2022-11-06,f,,,88%,1,2,t
210947588,BeCey,2018-08-21,t,within an hour,100%,97%,1,4,t
415683678,Ashley,2021-07-28,t,within an hour,100%,100%,1,1,t
487101454,Hailetsion,2022-11-09,f,within an hour,100%,89%,1,1,t
41880116,Francis,2015-08-19,t,within an hour,100%,92%,2,2,t
487428279,Romeo,2022-11-12,f,within an hour,100%,100%,5,5,f
188042898,Karl Maverick,2018-05-05,t,within an hour,100%,97%,1,4,t
487757620,Emmanuel,2022-11-14,f,within an hour,90%,100%,2,2,f
78953845,Jac,2016-06-20,f,within a few hours,100%,40%,2,2,t
289206621,Emmanuel,2019-08-26,f,within an hour,100%,98%,2,5,t
189966786,Sandy,2018-05-16,t,within an hour,100%,100%,1,1,t
217273874,Anna,2018-09-25,t,within a few hours,100%,100%,1,1,t
225148376,Vraj,2018-11-10,t,within an hour,100%,100%,3,3,t
157436403,Lisa,2017-11-04,t,,,100%,1,3,t
477625553,Dave,2022-09-01,f,within an hour,100%,90%,5,5,t
261809254,Rojana,2019-05-14,t,within an hour,100%,96%,1,1,t
90847578,Mary,2016-08-19,f,within an hour,100%,86%,1,1,t
489373971,Sunshine,2022-11-27,f,within a day,100%,90%,3,3,t
336523222,Perelade,2020-02-16,f,a few days or more,0%,,1,1,t
490001277,Brayden,2022-12-02,t,within an hour,100%,93%,8,9,t
429140019,Olalekan,2021-10-26,f,within a few hours,100%,98%,1,2,t
475003503,Osy,2022-08-14,f,within an hour,100%,96%,1,1,f
108393150,Ikenna,2016-12-25,f,within an hour,100%,100%,1,1,f
81768434,Peggie,2016-07-04,f,within an hour,100%,93%,2,3,t
312790559,Raed,2019-11-28,t,within an hour,100%,99%,3,3,t
490990684,Ghassan,2022-12-11,t,within an hour,100%,92%,1,1,t
491433686,Sara,2022-12-14,f,within an hour,100%,96%,9,9,t
368298474,Fatine Chaimae,2020-09-19,f,within a day,90%,27%,1,2,t
11630332,Harun,2014-01-25,f,within an hour,100%,89%,1,1,t
334326088,Annie,2020-02-07,f,a few days or more,25%,,1,1,t
493916622,Abigail,2023-01-02,t,within an hour,100%,100%,2,2,t
217502979,Blue Bell Properties,2018-09-26,t,within an hour,100%,100%,3,3,t
53173059,Misty,2016-01-03,t,within a few hours,100%,65%,1,2,t
476827844,Inderjeet,2022-08-26,t,within an hour,100%,100%,6,8,t
246472728,Sola,2019-03-02,t,within an hour,100%,85%,3,3,t
354013104,Nike,2020-07-06,t,within a few hours,100%,91%,1,4,t
495209831,Greg,2023-01-09,f,within an hour,100%,100%,1,1,t
161746808,Zoé,2017-12-07,f,within a few hours,100%,81%,1,1,t
99380434,Beverly,2016-10-12,f,within a day,80%,40%,2,4,f
269581025,Umer,2019-06-18,t,within an hour,94%,100%,1,1,t
495732633,Len,2023-01-12,f,within a few hours,100%,100%,1,1,t
108882935,Johise,2016-12-28,f,within an hour,100%,98%,1,1,t
495936866,Yommy,2023-01-13,t,within an hour,100%,97%,2,2,t
239225423,Jeremiah,2019-01-27,f,within an hour,100%,87%,1,1,t
63049795,Olena,2016-03-15,f,within a day,100%,67%,1,2,f
82120981,Mustaqeem,2016-07-06,f,within a day,70%,17%,2,3,t
497432200,Nathanel,2023-01-22,f,within an hour,100%,100%,3,3,t
496303026,Perry,2023-01-15,f,within an hour,100%,61%,3,3,t
497826843,Lawrence,2023-01-24,t,within a few hours,100%,95%,1,2,f
383258161,Noah,2021-01-06,f,,,67%,1,1,f
497078358,Sk,2023-01-20,f,,,,1,1,t
92771990,Kin Sun,2016-08-31,f,within an hour,100%,100%,1,3,t
463472271,Heather,2022-06-09,f,,,100%,1,1,f
498610116,Tianqiao,2023-01-29,f,within a few hours,69%,58%,5,5,t
106423347,Bryan,2016-12-06,f,within an hour,100%,100%,1,1,t
41268859,Janelle,2015-08-12,f,within a few hours,100%,71%,2,2,t
4806567,Ray & Lorraine,2013-01-22,f,within an hour,100%,90%,1,2,t
105960155,Yi,2016-12-02,f,within a few hours,100%,98%,1,2,t
385506620,Glory,2021-01-21,f,within a few hours,90%,83%,1,1,t
474085847,Vijay,2022-08-09,f,within a day,50%,0%,1,2,f
323919511,Owen,2020-01-03,t,within an hour,100%,100%,1,1,f
499870525,Olateju,2023-02-06,f,within an hour,100%,97%,1,1,f
482635349,Temitope,2022-10-07,f,within an hour,100%,82%,4,10,t
267858028,Henry,2019-06-11,f,,,,1,2,t
171141300,Stephen,2018-02-01,t,within an hour,100%,88%,3,3,f
136585047,Kat,2017-06-23,f,within an hour,100%,100%,1,1,f
188396400,Sharon,2018-05-07,f,within an hour,100%,100%,1,3,t
502553547,P,2023-02-24,t,within a few hours,100%,82%,2,2,t
284745146,Menandro,2019-08-11,t,within an hour,100%,93%,1,1,t
53461430,Grant,2016-01-05,f,within a few hours,100%,67%,1,1,t
504382401,Ayoku,2023-03-07,f,within an hour,100%,92%,1,1,t
46965605,Obakemi,2015-10-19,f,within an hour,100%,97%,1,1,t
238338657,Jansen,2019-01-22,f,,,100%,1,1,t
215092947,Jingzhou,2018-09-12,t,within an hour,100%,97%,1,1,t
505609787,Manav,2023-03-15,t,within an hour,100%,100%,1,1,f
134797550,Braydin,2017-06-12,t,within an hour,100%,100%,1,2,t
231952019,Nofil,2018-12-22,f,within an hour,100%,98%,1,1,t
482384570,Nelson,2022-10-05,f,within a few hours,100%,,1,2,t
149889186,Sana,2017-09-09,f,within an hour,100%,87%,4,4,t
198593303,Carla,2018-06-28,f,within an hour,100%,91%,1,1,t
173065051,Victoria,2018-02-12,f,within a few hours,100%,100%,1,1,t
499957527,Winnipeg,2023-02-07,,within an hour,100%,97%,3,3,t
499376912,Jeanvive,2023-02-03,t,within an hour,100%,99%,4,4,t
32686835,Rajbir,2015-05-05,f,within an hour,100%,100%,1,1,t
212884088,Stanley,2018-08-31,f,within an hour,100%,88%,1,1,t
179644049,Hilary,2018-03-20,f,within a few hours,100%,90%,1,1,t
251568060,Stanley,2019-03-27,f,within an hour,100%,92%,1,1,t
508934469,Yusuf,2023-04-07,f,within an hour,100%,100%,1,1,t
493541570,Mujidat,2022-12-30,t,within an hour,100%,95%,2,2,t
78504236,Angela,2016-06-18,f,within a day,78%,100%,1,4,f
462708063,Jirah,2022-06-05,f,within an hour,100%,88%,3,4,t
435942684,Jessi,2021-12-13,f,within an hour,100%,100%,1,1,t
154693204,Elisha,2017-10-15,f,,,,1,1,t
488338721,Tope,2022-11-19,f,within an hour,100%,100%,1,3,t
510500368,Accommodation Winnipeg,2023-04-17,t,within a day,100%,76%,2,2,t
490654290,Shubham,2022-12-07,f,a few days or more,0%,33%,1,2,t
510638047,Spruce,2023-04-18,f,within an hour,100%,100%,5,6,t
510966484,Vansh,2023-04-20,f,a few days or more,25%,25%,1,2,t
120478876,Demba,2017-03-13,f,within a day,50%,0%,1,2,t
120127483,Munyaradzi Godfrey,2017-03-10,f,within a few hours,80%,0%,1,1,t
166420371,Vicky,2018-01-07,f,within an hour,100%,100%,1,1,t
97322401,Hannah,2016-09-29,t,within an hour,90%,100%,1,2,t
512113932,Gaeli,2023-04-27,f,within an hour,100%,100%,3,3,t
52594260,George,2015-12-28,f,within a few hours,100%,100%,2,2,t
513603806,Alex,2023-05-07,f,within an hour,100%,100%,1,1,t
513824776,Abdulahi,2023-05-08,t,within an hour,100%,100%,1,1,t
513842647,Samson,2023-05-08,t,within an hour,100%,78%,3,3,f
141253798,Sona,2017-07-19,f,within a day,75%,0%,2,2,t
7599279,Susan,2013-07-19,f,within an hour,100%,85%,1,7,t
445527464,Julien,2022-02-17,f,within a few hours,100%,76%,1,1,t
514171247,Sophia,2023-05-10,f,,,,1,1,t
144802842,Jeanne,2017-08-07,f,within an hour,100%,100%,1,1,t
366287857,Oladimeji,2020-09-06,f,within an hour,100%,89%,3,3,t
516051137,Adefunke,2023-05-22,f,a few days or more,27%,27%,1,1,f
516570011,Atul,2023-05-25,f,within an hour,96%,100%,3,3,t
517034752,Nate,2023-05-28,,within an hour,100%,100%,3,3,t
473389677,Tunde,2022-08-04,f,within an hour,100%,78%,1,1,f
81322789,Adebukola,2016-07-02,f,within an hour,100%,100%,2,2,t
385501619,Chris,2021-01-21,f,within an hour,100%,100%,1,2,t
465211069,Ishan,2022-06-20,f,within a day,50%,0%,1,1,t
421655552,Oluseyi,2021-09-04,f,within an hour,100%,100%,1,1,t
455331517,Carley,2022-04-21,t,within an hour,100%,100%,13,13,t
508257433,Moe,2023-04-02,f,within an hour,100%,100%,1,1,t
147095305,Quinn,2017-08-21,f,within an hour,100%,100%,1,2,t
219371531,Lanre,2018-10-08,f,within an hour,100%,83%,3,4,t
125062823,Bilal,2017-04-09,f,within an hour,90%,82%,2,2,f
353056290,Shakirudeen,2020-07-02,f,within an hour,100%,100%,1,1,t
317295003,Kunwer,2019-12-14,f,within an hour,100%,100%,2,2,t
518978825,Tom,2023-06-08,f,within an hour,100%,0%,1,2,t
134626026,Melanie,2017-06-12,t,within an hour,100%,73%,1,6,t
519621970,Younik Stays,2023-06-12,f,within an hour,100%,100%,2,2,t
381485159,Queen,2020-12-24,f,within an hour,100%,0%,1,1,t
520018640,Neema,2023-06-14,f,within an hour,80%,100%,1,1,t
520543688,Olalekan,2023-06-17,f,within an hour,100%,100%,1,1,f
296520314,Ayo,2019-09-20,f,within a few hours,100%,86%,1,1,f
200598843,Babatola,2018-07-07,f,within an hour,100%,100%,2,4,t
520833964,Olutade,2023-06-19,f,within an hour,91%,100%,1,1,t
520850940,Grace,2023-06-19,f,within an hour,100%,100%,2,2,t
520938504,Mofiyinfoluwa,2023-06-19,f,within an hour,100%,94%,3,3,t
316693274,陶,2019-12-12,f,within an hour,100%,33%,1,1,t
43703790,Friday,2015-09-08,f,within an hour,100%,85%,1,1,t
324752164,Spyros,2020-01-06,f,within an hour,100%,100%,2,2,t
371275821,Mariam,2020-10-09,f,within an hour,100%,99%,2,2,f
513044735,Omosolape,2023-05-03,f,within an hour,100%,100%,1,3,t
522260141,Keeno,2023-06-26,f,within an hour,100%,100%,1,1,t
377019941,Francis,2020-11-25,f,within a few hours,100%,92%,3,3,t
20173373,Riolina,2014-08-17,f,within an hour,100%,100%,1,1,t
167829949,Cindy,2018-01-14,f,within an hour,100%,100%,1,3,f
61325524,Enerosa,2016-03-02,f,within an hour,100%,90%,2,2,t
489637425,Cozystay Signature,2022-11-29,f,within a few hours,86%,68%,117,294,t
111124273,Kiren,2017-01-12,f,within an hour,100%,100%,1,2,t
265033899,Chikezie,2019-05-29,,within an hour,100%,100%,2,2,t
519310545,Guy,2023-06-10,f,within an hour,100%,100%,1,1,f
122070124,Carlos,2017-03-22,f,within an hour,100%,60%,1,1,f
478046069,Parul,2022-09-04,f,within an hour,86%,83%,2,2,t
489007478,Alex,2022-11-24,f,within an hour,100%,93%,1,2,t
523794749,Humble And Grand,2023-07-04,f,within an hour,100%,100%,1,1,t
191390482,Charlotte,2018-05-24,f,within a few hours,100%,100%,1,1,t
229445801,Kishan,2018-12-06,f,a few days or more,11%,0%,1,1,f
524336673,Adeniyi,2023-07-07,f,within an hour,100%,100%,1,1,f
521447034,Sunroop,2023-06-22,f,within an hour,100%,100%,1,1,t
276080370,Able,2019-07-14,f,within an hour,100%,100%,1,1,t
228988277,Lan,2018-12-04,f,within an hour,90%,100%,2,2,t
207755907,Fahad,2018-08-06,f,within an hour,100%,93%,1,1,f
280872902,Kiu Lam,2019-07-31,f,within an hour,100%,98%,4,5,t
521145067,Mohd,2023-06-20,f,within an hour,99%,100%,2,4,t
525372413,Isaac,2023-07-13,f,within an hour,100%,100%,1,1,f
525676744,Etmen,2023-07-14,f,within an hour,100%,100%,3,4,t
449923374,Oriana,2022-03-16,f,within an hour,100%,100%,1,1,t
13610265,Leila,2014-03-27,f,within an hour,100%,82%,1,1,t
109560197,Kevin,2017-01-02,f,within an hour,100%,100%,1,1,t
226696289,Rey,2018-11-20,f,within an hour,100%,,1,1,t
299365258,Alex,2019-10-01,f,within an hour,90%,87%,2,4,t
526950332,Veerpal,2023-07-20,f,within an hour,100%,100%,1,1,t
399507652,Halleluyah,2021-05-01,f,within an hour,100%,93%,1,1,t
174927218,Jon,2018-02-23,f,within an hour,100%,,1,1,f
323249604,Oluwafemi,2020-01-01,f,within an hour,100%,100%,1,1,t
36152508,Isidora,2015-06-18,f,within an hour,100%,100%,1,1,t
527070318,BESTbodyby,2023-07-21,f,within an hour,100%,83%,2,3,t
29710433,Bruna,2015-03-20,f,within an hour,100%,67%,1,1,t
226864685,Abdullah,2018-11-21,f,within an hour,100%,67%,1,1,t
125041161,Abdal,2017-04-09,f,within an hour,100%,100%,1,1,t
38761552,Marikit,2015-07-17,f,a few days or more,0%,,1,3,t
528302986,Ramandeep,2023-07-27,f,within an hour,100%,74%,1,1,t
528702188,Shirley,2023-07-29,f,within an hour,100%,70%,2,2,t
67753692,Alexandra,2016-04-18,f,within a day,100%,100%,1,2,t
111857130,Sajad,2017-01-17,f,within an hour,100%,80%,1,1,t
495354207,Pillar Property,2023-01-10,f,within an hour,90%,100%,3,5,t
466808120,Evans,2022-06-29,f,within an hour,100%,100%,1,1,t
529339137,Taiwo,2023-08-01,f,,,,1,2,f
254143761,Adeyemi,2019-04-08,f,within an hour,100%,100%,1,2,t
55817662,Aiden,2016-01-23,f,within an hour,100%,95%,2,2,t
529932140,Harjeet,2023-08-04,f,within an hour,100%,100%,1,2,f
529943420,Harvinder,2023-08-04,f,within an hour,100%,75%,3,3,t
529867684,Alhaji Sorie,2023-08-04,f,within an hour,100%,90%,3,3,t
530692914,Simran,2023-08-08,f,within an hour,100%,100%,15,15,t
524937592,XiaoJuan,2023-07-10,f,within an hour,100%,,1,1,t
289994651,Suhaib,2019-08-28,f,within a day,58%,33%,1,1,t
213255097,Toyin,2018-09-03,f,within an hour,100%,100%,2,2,t
83319824,Wilfred,2016-07-12,f,within an hour,100%,100%,3,3,t
97837544,Sarah,2016-10-03,f,within an hour,100%,,1,1,t
531626151,Mary,2023-08-13,f,,,,1,1,t
487674670,Mayowa,2022-11-14,f,within an hour,100%,100%,1,1,t
531689491,Manpreet,2023-08-13,f,within an hour,100%,80%,1,3,f
68156532,Robin,2016-04-20,f,within an hour,100%,100%,1,1,f
526585142,Simranjit,2023-07-18,f,a few days or more,33%,0%,1,1,f
496243022,Folakemi,2023-01-15,f,within an hour,100%,100%,1,1,f
73641054,Alsie,2016-05-23,f,within an hour,100%,100%,1,2,t
514911299,Valerie,2023-05-15,f,within a few hours,100%,100%,1,1,t
414325314,Ankit,2021-07-21,f,within an hour,100%,60%,1,1,t
512623693,Elisa,2023-05-01,f,within an hour,100%,100%,1,1,t
436464214,Kafayat,2021-12-18,f,within an hour,86%,81%,1,2,t
279290285,Akoko,2019-07-25,f,within a few hours,100%,100%,1,1,t
532636522,Curtis,2023-08-18,f,within a few hours,100%,60%,1,1,f
400106720,Deeds,2021-05-05,f,within an hour,100%,97%,3,3,f
129054956,Mehrdad,2017-05-05,f,within an hour,100%,100%,1,1,t
533550367,Grace,2023-08-23,f,within an hour,100%,,1,2,t
118757157,Mike & Michele,2017-03-01,f,within a few hours,100%,0%,1,2,t
74166042,Ting,2016-05-26,f,within a few hours,100%,,1,1,f
533922739,Catherine,2023-08-26,f,within an hour,100%,88%,2,2,t
169229060,Jeziel,2018-01-22,f,within a few hours,100%,100%,1,1,t
534174465,Nevin,2023-08-27,f,within an hour,100%,100%,1,1,t
534330936,Sunday,2023-08-28,f,,,,1,1,f
85172751,Amanda,2016-07-21,f,within an hour,100%,100%,2,2,t
218611048,Troy,2018-10-03,f,within an hour,100%,100%,3,3,f
289177518,Christopher,2019-08-26,f,within an hour,100%,100%,1,1,f
463597416,Gabriel,2022-06-10,f,within an hour,100%,100%,1,1,f
74217129,Ingrid,2016-05-26,t,within an hour,100%,96%,2,3,t
260072068,Naomi,2019-05-05,f,,,,1,1,t
535889564,Rylen,2023-09-06,f,,,100%,1,2,t
535902185,Lovepreet,2023-09-06,f,,,100%,3,3,t
33064537,Graham,2015-05-10,f,,,,1,1,t
169993701,Derios,2018-01-26,f,within a few hours,67%,50%,1,2,t
536005600,Michelle,2023-09-07,f,,,100%,1,1,t
456992018,Ayo,2022-05-01,f,within an hour,100%,100%,1,1,t
534424102,Chinaza,2023-08-28,f,within a few hours,100%,0%,3,3,t
277411912,Andrei,2019-07-19,f,,,,1,1,t
389495929,Mollie,2021-02-21,f,,,,1,1,t
955449,Silvio,2011-08-11,f,within an hour,100%,70%,3,4,t
8145510,Ruth,2013-08-14,,within an hour,100%,86%,6,6,t
4997811,Rebecca,2013-02-07,t,within a few hours,100%,90%,4,4,t
970192,Colleen,2011-08-14,f,within a day,100%,38%,1,1,t
18581972,Ryan,2014-07-21,t,within an hour,100%,95%,9,12,t
23470058,K,2014-11-07,f,within a few hours,100%,72%,3,21,t
71184,Hiroshi & Naomi,2010-01-17,,within an hour,100%,94%,1,1,t
22544786,Gina,2014-10-14,,within an hour,100%,83%,1,11,t
31823352,Christene,2015-04-23,f,within an hour,100%,71%,2,6,t
31620704,Jill & Noreen,2015-04-20,,within an hour,100%,100%,3,4,t
33077287,Sergio,2015-05-10,t,within an hour,100%,80%,2,3,t
7608280,Gavin,2013-07-20,f,within a day,83%,39%,2,5,t
33766481,Nicole,2015-05-19,f,a few days or more,0%,,1,2,t
20180809,Khalil,2014-08-17,,within an hour,100%,83%,1,1,t
32130915,Natalie,2015-04-28,,a few days or more,17%,0%,1,1,t
34530369,Lori,2015-05-29,t,within an hour,100%,93%,1,1,t
34920691,Ryan And Lynsey ( Mostly Lynsey ),2015-06-03,f,within an hour,100%,33%,1,1,t
28431458,David,2015-02-27,,a few days or more,0%,0%,1,1,t
35601029,Stephanie,2015-06-11,t,within an hour,100%,98%,2,2,t
7914034,Sophie,2013-08-03,t,within an hour,90%,98%,1,1,t
20374475,Alison,2014-08-21,t,within a few hours,100%,85%,3,3,t
38791285,Rose,2015-07-17,,within a few hours,80%,78%,4,4,t
19068812,Ashley,2014-07-28,t,within an hour,100%,92%,2,2,t
42762931,Debbie,2015-08-28,,within a few hours,100%,0%,2,2,t
45777946,Camelia,2015-10-04,,within a few hours,100%,100%,2,3,t
44955677,Wendy,2015-09-23,f,within a few hours,100%,93%,1,1,t
46180149,Nkemuhuruanya (Regina),2015-10-09,,within an hour,100%,93%,3,3,t
49126625,Krista,2015-11-15,f,within an hour,100%,0%,1,1,t
53506867,Sun,2016-01-05,f,,,,1,1,t
17190273,Leroy,2014-06-24,f,within a day,100%,100%,1,3,t
42928963,Lois,2015-08-30,t,within an hour,100%,98%,1,1,t
27859408,Amanda,2015-02-16,f,,,0%,1,1,t
15729558,Alex,2016-03-30,t,within an hour,100%,100%,2,4,t
88153611,Francis,2016-08-05,,within an hour,100%,100%,1,3,t
84261849,Susan,2016-07-17,,within an hour,100%,100%,1,1,t
92041318,Gen,2016-08-26,,within a few hours,75%,82%,2,2,t
60400653,Karin & Mark,2016-02-25,t,within an hour,100%,100%,2,2,t
95776055,Curtis,2016-09-18,f,within an hour,98%,96%,22,29,t
97139450,Lai Guen,2016-09-28,f,within an hour,100%,64%,1,2,f
3843389,Simone,2012-10-11,t,a few days or more,0%,57%,2,2,t
83072651,Elizabeth,2016-07-11,t,,,96%,1,1,t
52055992,James,2015-12-23,t,within an hour,100%,100%,1,1,t
44467977,Tony & Nina,2015-09-17,t,within an hour,100%,92%,2,2,t
110655007,Barry & Wendy,2017-01-09,,within an hour,100%,89%,1,1,t
112299835,Dené,2017-01-19,t,within an hour,100%,100%,1,1,t
113835860,Thomas,2017-01-29,t,within an hour,95%,100%,2,2,t
120967910,Merj,2017-03-15,,within an hour,100%,98%,2,2,t
119556952,Temitope,2017-03-07,,,,,2,3,t
64832612,Faith,2016-03-28,,within a few hours,90%,56%,2,2,t
6366974,Graham,2013-05-13,f,within a day,100%,0%,1,1,t
40509243,Pierre,2015-08-04,f,within an hour,100%,100%,2,2,t
86173819,Mark,2016-07-26,f,within an hour,67%,83%,1,4,t
58881006,Jude,2016-02-15,t,within an hour,100%,97%,1,1,t
137416520,Mary Jay,2017-06-28,,within an hour,97%,94%,2,2,t
114498849,Nest Host,2017-02-02,f,within an hour,100%,95%,90,106,t
137744259,Gloria,2017-06-29,f,within an hour,100%,88%,1,1,t
115739118,Adam,2017-02-09,f,within a few hours,100%,67%,1,1,f
86138438,Dominique,2016-07-26,t,within an hour,100%,98%,19,25,t
142032855,Anna-Maria And Bill,2017-07-23,t,within an hour,100%,100%,1,1,t
144343801,Tammy,2017-08-04,,within an hour,100%,98%,2,2,t
134777230,Julia,2017-06-12,t,within an hour,100%,99%,2,24,t
103768435,William,2016-11-14,,a few days or more,0%,,5,5,t
5153325,Ron,2013-02-19,f,within an hour,100%,64%,3,3,t
8332120,Johanna,2013-08-22,t,within an hour,100%,96%,3,3,t
30905989,Stephan & Christian,2015-04-09,f,,,75%,1,2,t
149271769,Derek,2017-09-05,t,within an hour,90%,92%,1,1,t
455475,Dave,2011-03-21,,within an hour,100%,53%,1,1,f
101847099,Louise,2016-10-30,,within a few hours,100%,79%,1,2,t
92517844,Ruth,2016-08-29,t,within a few hours,100%,97%,2,2,f
112344629,Lan,2017-01-20,,within a few hours,90%,100%,2,4,t
81315066,Rp,2016-07-02,,within a few hours,100%,88%,3,3,t
11151940,Steph,2014-01-09,t,within a few hours,100%,85%,1,3,t
159932147,Rebecca,2017-11-24,t,within an hour,100%,86%,1,1,t
160038191,Olawuyi,2017-11-25,,within an hour,93%,95%,3,3,t
165102371,Lorraine,2017-12-31,t,within a few hours,100%,100%,1,1,t
40200324,Taylor & Jason,2015-08-01,t,within an hour,100%,98%,3,6,t
158970875,Adam,2017-11-16,f,,,40%,1,1,t
9204262,Jacqueline,2013-10-03,t,within an hour,100%,91%,1,1,t
74203278,Roam,2016-05-26,f,within an hour,100%,100%,55,61,t
8183935,Vlada,2013-08-15,t,within an hour,100%,96%,2,5,t
127173281,Ilse,2017-04-23,,,,100%,2,5,t
176861109,Montierro,2018-03-05,f,within an hour,100%,100%,5,6,t
18167901,Cherie,2014-07-15,t,within an hour,100%,99%,5,6,t
134145647,Faisal,2017-06-08,,within an hour,100%,97%,3,4,t
175128084,Mary Grace,2018-02-24,,,,,2,4,t
3697334,Carlyle,2012-09-28,f,within a day,100%,0%,1,1,t
37841665,Kristen,2015-07-07,f,within a day,50%,100%,1,2,t
